"OGO","OPERATOR","CLIENT_STATUS","API","PF_TYPE","OTHER_TYPE","FARM","SPUD_DATE","WELL_STATUS","WELL_TYPE","IIJA_IND","UNCONVENTIONAL","CONSERVATION","CONFIGURATION","LATITUDE","LONGITUDE","LATITUDE_DECIMAL","LONGITUDE_DECIMAL","REGION","COUNTY","MUNICIPALITY","ADDRESS1","ADDRESS2","CITY","STATE","ZIP","WELL_PAD","WELL_PAD_ID","SITE_ID","PLUG_COMPLETED_DATE","PRIMARY_FACILITY_ID","CLIENT_ID"
"OGO-64895","DALLAS ENERGY LLC","Active, Non-Govt","125-01158","OGL","OGW","HILTON T 2","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","40° 9' 34.8''","-80° 23' .95''",40.159667,-80.383597,"EP DOGO SWDO Dstr Off","Washington","Blaine Twp","103 S KENDALL AVE","","BRADFORD","PA","16701-6001","","",229587,"8/08/2024",231564,242568
"OGO-64895","DALLAS ENERGY LLC","Active, Non-Govt","125-01165","OGL","OGW","HODGENS JAS SR 1","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","40° 10' .8587''","-80° 23' 15.525''",40.166905,-80.387646,"EP DOGO SWDO Dstr Off","Washington","Blaine Twp","103 S KENDALL AVE","","BRADFORD","PA","16701-6001","","",229594,"5/05/2022",231571,242568
"OGO-64895","DALLAS ENERGY LLC","Active, Non-Govt","125-01169","OGL","OGW","HODGENS JAS SR 12","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","40° 9' 56.6''","-80° 22' 53.3''",40.165722,-80.381472,"EP DOGO SWDO Dstr Off","Washington","Blaine Twp","103 S KENDALL AVE","","BRADFORD","PA","16701-6001","","",229598,"4/29/2022",231575,242568
"OGO-64895","DALLAS ENERGY LLC","Active, Non-Govt","125-01254","OGL","OGW","HAGERTY J 1","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","40° 10' 59.34''","-80° 20' 48.66''",40.18315,-80.34685,"EP DOGO SWDO Dstr Off","Washington","Buffalo Twp","103 S KENDALL AVE","","BRADFORD","PA","16701-6001","","",229683,"2/15/2023",231660,242568
"OGO-64895","DALLAS ENERGY LLC","Active, Non-Govt","125-01256","OGL","OGW","HAGERTY J 3","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","40° 11' 2.724''","-80° 20' 52.152''",40.18409,-80.34782,"EP DOGO SWDO Dstr Off","Washington","Buffalo Twp","103 S KENDALL AVE","","BRADFORD","PA","16701-6001","","",229685,"3/01/2023",231662,242568
"OGO-64895","DALLAS ENERGY LLC","Active, Non-Govt","125-01261","OGL","OGW","IRWIN W 3","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","40° 10' 52.04''","-80° 18' 20.06''",40.181122,-80.305572,"EP DOGO SWDO Dstr Off","Washington","Canton Twp","103 S KENDALL AVE","","BRADFORD","PA","16701-6001","","",229690,"4/13/2023",231667,242568
"OGO-64895","DALLAS ENERGY LLC","Active, Non-Govt","125-01264","OGL","OGW","KNOX R 5","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","40° 10' 50.2''","-80° 20' 6.98''",40.180611,-80.335272,"EP DOGO SWDO Dstr Off","Washington","Buffalo Twp","103 S KENDALL AVE","","BRADFORD","PA","16701-6001","","",229693,"5/17/2024",231670,242568
"OGO-64895","DALLAS ENERGY LLC","Active, Non-Govt","125-01271","OGL","OGW","KNOX WM 3","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","40° 9' 46.3''","-80° 19' 23.7''",40.162861,-80.32325,"EP DOGO SWDO Dstr Off","Washington","Buffalo Twp","103 S KENDALL AVE","","BRADFORD","PA","16701-6001","","",229700,"11/08/2022",231677,242568
"OGO-64895","DALLAS ENERGY LLC","Active, Non-Govt","125-01578","OGL","OGW","L.M. CROTHERS 7","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","40° 9' .81''","-80° 21' 54.867''",40.150225,-80.365241,"EP DOGO SWDO Dstr Off","Washington","Blaine Twp","103 S KENDALL AVE","","BRADFORD","PA","16701-6001","","",230006,"2/03/2023",231983,242568
"OGO-64895","DALLAS ENERGY LLC","Active, Non-Govt","125-01660","OGL","OGW","R. KNOX 3","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","40° 10' 47.6''","-80° 20' 15.5''",40.179889,-80.337639,"EP DOGO SWDO Dstr Off","Washington","Buffalo Twp","103 S KENDALL AVE","","BRADFORD","PA","16701-6001","","",230087,"6/04/2024",232064,242568
"OGO-64895","DALLAS ENERGY LLC","Active, Non-Govt","125-21422","OGL","OGW","ROBERT KNOX 15","1/18/1982","Plugged OG Well","OIL","","No","No","Vertical Well","40° 10' 52.2''","-80° 20' 9.5''",40.181167,-80.335972,"EP DOGO SWDO Dstr Off","Washington","Buffalo Twp","103 S KENDALL AVE","","BRADFORD","PA","16701-6001","","",230954,"5/23/2024",232931,242568
"OGO-43020","DANNIC ENERGY CORP","Active, Non-Govt","019-21523","OGL","OGW","CUPEC 1","1/04/2008","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 0' 12.510''","-79° 41' 40.872''",41.003475,-79.694687,"EP DOGO NWDO Dstr Off","Butler","Fairview Twp","134 MILL RUN DR","","INDIANA","PA","15701-1532","","",696116,"11/22/2023",698681,5426
"OGO-43020","DANNIC ENERGY CORP","Active, Non-Govt","121-44238","OGL","OGW","MASTERS 10","12/10/2008","Plugged OG Well","OIL","","No","No","Vertical Well","41° 19' 4.509''","-79° 38' 7.4707''",41.317919,-79.635409,"EP DOGO NWDO Dstr Off","Venango","Cranberry Twp","134 MILL RUN DR","","INDIANA","PA","15701-1532","","",696744,"3/14/2024",699163,5426
"OGO-3025","DAWN ENERGY SVC","Active, Non-Govt","005-22677","OGL","OGW","PAUL E & V WOODENE MOWERY 2","12/31/1981","Plugged OG Well","GAS","","No","No","Vertical Well","40° 52' 40.141''","-79° 13' 9.2964''",40.877817,-79.219249,"EP DOGO NWDO Dstr Off","Armstrong","Wayne Twp","804 MAHONING RD","","TEMPLETON","PA","16259-3616","","",10496,"2/08/2023",12245,49633
"OGO-42035","DEVELOPED RESOURCES INC","Active, Non-Govt","129-25077","OGL","OGW","LEY 3","8/26/2003","Plugged OG Well","GAS","","No","No","Vertical Well","40° 28' 55.739''","-79° 37' 59.011''",40.48215,-79.633059,"EP DOGO SWDO Dstr Off","Westmoreland","Murrysville Boro","21 Cheswick Ave","","Cheswick","PA","15024-1351","","",618381,"12/08/2022",639053,35499
"OGO-68978","DIAMOND ENERGY PARTNERS LLC","Active, Non-Govt","085-24050","OGL","OGW","LEISE P 1","8/03/2006","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 21' 51.084''","-80° 16' 46.246''",41.36419,-80.279513,"EP DOGO NWDO Dstr Off","Mercer","Delaware Twp","4494 WARREN SHARON ROAD","234-806-4185","VIENNA","OH","44473","","",668355,"5/12/2022",677525,337937
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","003-20062","OGL","OGW","CHARLES H TECKMEYER 1","7/22/1964","Plugged OG Well","GAS","","No","No","Vertical Well","40° 31' 32.73''","-79° 47' 24.807''",40.525758,-79.790224,"EP DOGO SWDO Dstr Off","Allegheny","Plum Boro","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",5626,"1/17/2023",7374,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","003-21043","OGL","OGW","MUNIC AUTHORITY OF WESTMORELAND CTY 1","3/23/1981","Plugged OG Well","GAS","","No","No","Vertical Well","40° 24' 4.3956''","-79° 47' 18.258''",40.401221,-79.788405,"EP DOGO SWDO Dstr Off","Allegheny","Monroeville Boro","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",5863,"7/18/2024",7611,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","003-21235","OGL","OGW","MUN. AUTH. OF WESTMORELAND COUNTY 3","12/05/1989","Plugged OG Well","GAS","","No","No","Vertical Well","40° 24' 10.170''","-79° 47' 33.009''",40.402825,-79.792503,"EP DOGO SWDO Dstr Off","Allegheny","Monroeville Boro","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",6005,"6/25/2024",7753,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","005-01242","OGL","OGW","E WATTERSON 1","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","40° 45' 39.364''","-79° 22' 15.521''",40.760935,-79.370978,"EP DOGO NWDO Dstr Off","Armstrong","Plumcreek Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",7155,"4/19/2024",8903,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","005-01247","OGL","OGW","HARRY BELL 1","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","40° 45' 23.576''","-79° 20' 18.564''",40.756549,-79.33849,"EP DOGO NWDO Dstr Off","Armstrong","Plumcreek Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",7160,"5/16/2024",8908,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","005-01264","OGL","OGW","ANNA E BEER 1","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","40° 47' 39.3''","-79° 23' 53.7''",40.79425,-79.39825,"EP DOGO NWDO Dstr Off","Armstrong","Kittanning Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",7177,"4/05/2024",8925,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","005-01271","OGL","OGW","M E SHELTON 2","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","40° 47' 31.344''","-79° 25' 19.883''",40.79204,-79.42219,"EP DOGO NWDO Dstr Off","Armstrong","Kittanning Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",7184,"6/18/2024",8932,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","005-01279","OGL","OGW","S D RUFFNER 1","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","40° 46' 39.971''","-79° 25' .43''",40.77777,-79.416786,"EP DOGO NWDO Dstr Off","Armstrong","Kittanning Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",7192,"5/03/2024",8940,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","005-01318","OGL","OGW","J F KIMMEL 1","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","40° 41' 38.159''","-79° 19' 44.732''",40.693933,-79.329092,"EP DOGO NWDO Dstr Off","Armstrong","Plumcreek Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",7231,"6/10/2024",8979,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","005-01586","OGL","OGW","M A PETERS 1","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","40° 45' 29.257''","-79° 23' 8.0608''",40.758127,-79.385572,"EP DOGO NWDO Dstr Off","Armstrong","Plumcreek Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",7499,"3/27/2024",9247,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","005-20029","OGL","OGW","JOHN M KEPPEL (JOHN M KEPPLE) 1 55","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","40° 39' 22.508''","-79° 23' 12.869''",40.656252,-79.386908,"EP DOGO NWDO Dstr Off","Armstrong","South Bend Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",8223,"8/15/2024",9972,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","005-20259","OGL","OGW","ANGELO MILICIO 2","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","40° 45' 56.679''","-79° 22' 42.722''",40.765744,-79.378534,"EP DOGO NWDO Dstr Off","Armstrong","Cowanshannock Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",8451,"5/01/2025",10200,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","023-20035","OGL","OGW","PA DEPT OF FORESTS & WATERS WN1185","10/02/1971","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 33' 7.3775''","-78° 9' 4.9293''",41.552049,-78.151369,"EP DOGO NCDO Dstr Off","Cameron","Portage Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",16997,"8/02/2024",18748,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","027-20275","OGL","OGW","COMM OF PA TR 253-B 1","10/08/1987","Plugged OG Well","GAS","","No","No","Vertical Well","41° 7' 49.583''","-77° 47' 18.051''",41.13044,-77.788348,"EP DOGO NCDO Dstr Off","Centre","Curtin Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",17317,"7/31/2025",19068,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","027-20399","OGL","OGW","COMMONWEALTH OF PA TRACT 253-B 18","8/31/1989","Plugged OG Well","GAS","","No","No","Vertical Well","41° 7' 29.718''","-77° 47' 34.89''",41.124922,-77.793025,"EP DOGO NCDO Dstr Off","Centre","Curtin Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",17441,"7/31/2025",19192,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","027-20466","OGL","OGW","COMMONWEALTH OF PENNSYLVANIA-TR 706 3","9/21/1990","Plugged OG Well","GAS","","No","No","Vertical Well","41° 7' 5.3265''","-77° 58' 22.733''",41.118146,-77.972981,"EP DOGO NCDO Dstr Off","Centre","Burnside Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",17508,"12/13/2024",19259,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","027-21474","OGL","OGW","STERLING RUN CLUB 4","10/30/2008","Plugged OG Well","GAS","","Yes","No","Vertical Well","41° 7' 7.6423''","-78° 3' 37.586''",41.11879,-78.060441,"EP DOGO NCDO Dstr Off","Centre","Burnside Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","STERLING RUN CLUB 4",147217,706568,"10/28/2022",707029,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","027-21476","OGL","OGW","STERLING RUN CLUB 5","10/23/2008","Plugged OG Well","GAS","","Yes","No","Vertical Well","41° 7' 51.361''","-78° 2' 50.064''",41.130934,-78.04724,"EP DOGO NCDO Dstr Off","Centre","Burnside Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","STERLING RUN CLUB 5",147329,706921,"11/10/2022",707303,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","031-23532","OGL","OGW","H C MARKLE 3 CLA","2/19/2002","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 12' 33.732''","-79° 12' 55.836''",41.20937,-79.21551,"EP DOGO NWDO Dstr Off","Clarion","Millcreek Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",550594,"4/01/2022",567846,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","031-23533","OGL","OGW","H C MARKLE 4 CLA","2/14/2002","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 12' 30.204''","-79° 13' 10.452''",41.20839,-79.21957,"EP DOGO NWDO Dstr Off","Clarion","Millcreek Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",550595,"4/08/2022",567847,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","031-23576","OGL","OGW","H C MARKLE 6 CLA","3/07/2002","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 12' 28.89''","-79° 12' 43.196''",41.208025,-79.211999,"EP DOGO NWDO Dstr Off","Clarion","Millcreek Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",554221,"3/29/2022",570419,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","031-25404","OGL","OGW","ASHBAUGH 1H","9/13/2010","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 15' 36.572''","-79° 31' 57.162''",41.260159,-79.532545,"EP DOGO NWDO Dstr Off","Clarion","Ashland Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","ASHBAUGH 1H",147739,736126,"8/29/2024",731959,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","031-25405","OGL","OGW","EMRICK 1H","10/11/2010","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 14' 43.968''","-79° 30' 31.086''",41.245547,-79.508635,"EP DOGO NWDO Dstr Off","Clarion","Elk Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","EMRICK 1H",147327,736571,"8/19/2024",732270,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","031-25448","OGL","OGW","ROYAL HUEY 590560","6/09/2011","Plugged OG Well","GAS","","Yes","Yes","Horizontal Well","41° 5' 13.83''","-79° 29' 51.52''",41.087175,-79.497644,"EP DOGO NWDO Dstr Off","Clarion","Toby Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","HUEY",147651,736975,"4/15/2022",735585,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","031-25516","OGL","OGW","ROYAL HUEY 590563","6/07/2011","Plugged OG Well","GAS","","Yes","Yes","Horizontal Well","41° 5' 13.71''","-79° 29' 51.41''",41.087142,-79.497614,"EP DOGO NWDO Dstr Off","Clarion","Toby Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",736975,"3/16/2022",740607,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","033-00060","OGL","OGW","FEE A 36","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","40° 56' 43.6''","-78° 45' 51.1''",40.945444,-78.764194,"EP DOGO NCDO Dstr Off","Clearfield","Bell Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",22294,"10/19/2023",24045,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","033-20425","OGL","OGW","LEE B MEHRWEIN WN1123","6/29/1969","Plugged OG Well","GAS","","No","No","Vertical Well","41° 3' 28.150''","-78° 45' 6.8315''",41.05782,-78.751898,"EP DOGO NCDO Dstr Off","Clearfield","Brady Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",22755,"10/13/2023",24506,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","033-20593","OGL","OGW","WILLIAM E BURGHART ET US WN1341","9/20/1976","Plugged OG Well","GAS","","No","No","Vertical Well","41° 4' 29.9''","-78° 43' 28.4''",41.074972,-78.724556,"EP DOGO NCDO Dstr Off","Clearfield","Brady Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",22919,"9/29/2023",24670,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","033-24730","OGL","OGW","BRESSLER 2","1/08/2001","Plugged OG Well","GAS","","No","No","Vertical Well","40° 54' 14.154''","-78° 31' 43.955''",40.903932,-78.528877,"EP DOGO NCDO Dstr Off","Clearfield","Pike Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",539529,"10/24/2023",559259,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","033-25429","OGL","OGW","ROBEY 1","9/11/2003","Plugged OG Well","GAS","","No","No","Vertical Well","41° 5' 3.3939''","-78° 6' 2.722''",41.084276,-78.100756,"EP DOGO NCDO Dstr Off","Clearfield","Karthaus Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",622205,"9/08/2023",641737,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","033-25476","OGL","OGW","D P MULL 2","11/14/2003","Plugged OG Well","GAS","","No","No","Vertical Well","41° 5' 28.993''","-78° 6' 17.202''",41.091387,-78.104778,"EP DOGO NCDO Dstr Off","Clearfield","Karthaus Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",624715,"8/31/2023",643364,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","033-25479","OGL","OGW","VALLIMONT 1","1/22/2004","Plugged OG Well","GAS","","No","No","Vertical Well","41° 5' 31.384''","-78° 10' 16.250''",41.092051,-78.171181,"EP DOGO NCDO Dstr Off","Clearfield","Covington Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",624855,"8/25/2023",643483,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","033-25490","OGL","OGW","MM&V 2","3/24/2004","Plugged OG Well","GAS","","No","No","Vertical Well","41° 5' 36.853''","-78° 7' 41.295''",41.093571,-78.128138,"EP DOGO NCDO Dstr Off","Clearfield","Karthaus Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",625445,"8/21/2023",643895,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","033-26208","OGL","OGW","PONISH 31","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","40° 47' 40.979''","-78° 36' 3.3756''",40.794716,-78.600938,"EP DOGO NCDO Dstr Off","Clearfield","Chest Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",678524,"10/31/2023",685187,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","033-26470","OGL","OGW","DUBOIS 3605 1","7/08/2008","Plugged OG Well","GAS","","No","No","Vertical Well","41° 9' 20.756''","-78° 37' 42.863''",41.155766,-78.628573,"EP DOGO NCDO Dstr Off","Clearfield","Huston Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",690690,"3/14/2023",694489,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","033-26471","OGL","OGW","DUBOIS 3605 2","7/02/2008","Plugged OG Well","GAS","","No","No","Vertical Well","41° 9' 17.876''","-78° 37' 30.583''",41.154966,-78.625162,"EP DOGO NCDO Dstr Off","Clearfield","Huston Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",690689,"3/06/2023",694488,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","033-26472","OGL","OGW","DUBOIS 3605 3","6/27/2008","Plugged OG Well","GAS","","No","No","Vertical Well","41° 9' 27.856''","-78° 37' 31.353''",41.157738,-78.625376,"EP DOGO NCDO Dstr Off","Clearfield","Huston Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",690698,"3/13/2023",694497,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","033-26473","OGL","OGW","DUBOIS 3605 4","6/24/2008","Plugged OG Well","GAS","","No","No","Vertical Well","41° 9' 36.285''","-78° 37' 23.792''",41.160079,-78.623276,"EP DOGO NCDO Dstr Off","Clearfield","Huston Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",690671,"3/08/2023",694469,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","033-26474","OGL","OGW","DUBOIS 3605 5","6/13/2008","Plugged OG Well","GAS","","No","No","Vertical Well","41° 9' 27.306''","-78° 37' 17.742''",41.157585,-78.621595,"EP DOGO NCDO Dstr Off","Clearfield","Huston Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",690669,"3/02/2023",694468,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","033-26475","OGL","OGW","DUBOIS 3605 6","6/18/2008","Plugged OG Well","GAS","","No","No","Vertical Well","41° 9' 23.756''","-78° 37' 6.1222''",41.156599,-78.618367,"EP DOGO NCDO Dstr Off","Clearfield","Huston Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",690664,"2/28/2023",694466,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","033-26476","OGL","OGW","DUBOIS 3602 34","7/11/2008","Plugged OG Well","GAS","","No","No","Vertical Well","41° 9' 14.046''","-78° 37' 52.313''",41.153902,-78.631198,"EP DOGO NCDO Dstr Off","Clearfield","Huston Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",690694,"4/03/2023",694496,244896
"OGO-65675","DIVERSIFIED PROD LLC","Active, Non-Govt","033-26477","OGL","OGW","DUBOIS 3602 35","7/16/2008","Plugged OG Well","GAS","","No","No","Vertical Well","41° 9' 3.9963''","-78° 37' 53.373''",41.15111,-78.631493,"EP DOGO NCDO Dstr Off","Clearfield","Huston Twp","101 MCQUISTON DR","","JACKSON CENTER","PA","16133-1633","","",690688,"4/10/2023",694487,244896
